userId,userSessionId,teamLevel,platformType,count_gameclicks,gameclicks_category,count_hits,hits_percent,hits_percent_category,count_buyId,avg_price,total_buy,buy_category
1065,5785,1,iphone,37,Low,5,14,Medium,2,11.50,23.00,AverageSpenders
2231,5786,1,iphone,40,Low,5,13,Medium,0,0.00,0.00,NonSpenders
181,5787,1,android,37,Low,5,14,Medium,0,0.00,0.00,NonSpenders
827,5788,1,iphone,75,Low,5,7,Low,1,20.00,20.00,AverageSpenders
1525,5789,1,iphone,60,Low,5,8,Low,0,0.00,0.00,NonSpenders
1844,5790,1,android,96,Low,9,9,Low,0,0.00,0.00,NonSpenders
2139,5791,1,android,29,Low,2,7,Low,0,0.00,0.00,NonSpenders
2382,5792,1,android,91,Low,12,13,Medium,0,0.00,0.00,NonSpenders
2194,5793,1,iphone,181,Medium,24,13,Medium,0,0.00,0.00,NonSpenders
657,5794,1,android,65,Low,7,11,Medium,0,0.00,0.00,NonSpenders
835,5795,1,android,82,Low,5,6,Low,0,0.00,0.00,NonSpenders
1057,5796,1,linux,72,Low,12,17,Medium,0,0.00,0.00,NonSpenders
415,5797,1,iphone,32,Low,2,6,Low,0,0.00,0.00,NonSpenders
1304,5798,1,mac,71,Low,9,13,Medium,2,11.50,23.00,AverageSpenders
699,5799,1,mac,63,Low,2,3,Low,0,0.00,0.00,NonSpenders
757,5800,1,android,79,Low,8,10,Medium,0,0.00,0.00,NonSpenders
222,5801,1,iphone,53,Low,6,11,Medium,0,0.00,0.00,NonSpenders
2252,5802,1,iphone,75,Low,7,9,Low,0,0.00,0.00,NonSpenders
204,5803,1,windows,33,Low,2,6,Low,0,0.00,0.00,NonSpenders
1501,5804,1,android,63,Low,4,6,Low,0,0.00,0.00,NonSpenders
2051,5805,1,iphone,60,Low,8,13,Medium,0,0.00,0.00,NonSpenders
1264,5806,1,linux,81,Low,12,15,Medium,1,5.00,5.00,ThriftySpenders
1026,5807,1,iphone,52,Low,10,19,Medium,1,20.00,20.00,AverageSpenders
209,5808,1,mac,56,Low,6,11,Medium,0,0.00,0.00,NonSpenders
611,5809,1,iphone,42,Low,1,2,Low,0,0.00,0.00,NonSpenders
1834,5810,1,android,35,Low,4,11,Medium,0,0.00,0.00,NonSpenders
649,5811,1,linux,51,Low,9,18,Medium,1,1.00,1.00,ThriftySpenders
1997,5812,1,android,37,Low,5,14,Medium,0,0.00,0.00,NonSpenders
210,5813,1,android,138,Medium,10,7,Low,0,0.00,0.00,NonSpenders
2028,5814,1,iphone,157,Medium,17,11,Medium,0,0.00,0.00,NonSpenders
872,5815,1,iphone,135,Medium,17,13,Medium,0,0.00,0.00,NonSpenders
1740,5816,1,windows,24,Low,3,13,Medium,0,0.00,0.00,NonSpenders
1958,5817,1,android,40,Low,3,8,Low,1,20.00,20.00,AverageSpenders
2314,5818,1,windows,113,Medium,11,10,Medium,0,0.00,0.00,NonSpenders
1430,5819,1,iphone,80,Low,13,16,Medium,0,0.00,0.00,NonSpenders
1300,5820,1,android,58,Low,1,2,Low,2,3.00,6.00,ThriftySpenders
352,5821,1,iphone,61,Low,6,10,Medium,0,0.00,0.00,NonSpenders
283,5822,1,windows,32,Low,7,22,High,0,0.00,0.00,NonSpenders
511,5823,1,iphone,87,Low,10,11,Medium,0,0.00,0.00,NonSpenders
2263,5824,1,iphone,78,Low,11,14,Medium,0,0.00,0.00,NonSpenders
1471,5825,1,iphone,95,Low,7,7,Low,0,0.00,0.00,NonSpenders
2177,5826,1,iphone,227,Medium,30,13,Medium,0,0.00,0.00,NonSpenders
60,5827,1,iphone,38,Low,3,8,Low,0,0.00,0.00,NonSpenders
1029,5828,1,iphone,38,Low,4,11,Medium,0,0.00,0.00,NonSpenders
1769,5829,1,iphone,177,Medium,19,11,Medium,0,0.00,0.00,NonSpenders
1790,5830,1,android,82,Low,10,12,Medium,0,0.00,0.00,NonSpenders
1664,5831,1,windows,232,Medium,23,10,Medium,0,0.00,0.00,NonSpenders
2092,5832,1,iphone,66,Low,8,12,Medium,0,0.00,0.00,NonSpenders
624,5833,1,iphone,105,Medium,10,10,Medium,0,0.00,0.00,NonSpenders
178,5834,1,iphone,54,Low,6,11,Medium,1,20.00,20.00,AverageSpenders
1,5835,1,android,73,Low,7,10,Medium,0,0.00,0.00,NonSpenders
1892,5836,1,linux,33,Low,3,9,Low,0,0.00,0.00,NonSpenders
456,5837,1,android,66,Low,12,18,Medium,0,0.00,0.00,NonSpenders
538,5838,1,android,36,Low,5,14,Medium,0,0.00,0.00,NonSpenders
1224,5839,1,iphone,59,Low,5,8,Low,0,0.00,0.00,NonSpenders
1275,5840,1,iphone,43,Low,4,9,Low,0,0.00,0.00,NonSpenders
504,5841,1,iphone,33,Low,2,6,Low,0,0.00,0.00,NonSpenders
1473,5842,1,iphone,76,Low,10,13,Medium,0,0.00,0.00,NonSpenders
2178,5843,1,iphone,72,Low,10,14,Medium,0,0.00,0.00,NonSpenders
670,5844,1,iphone,38,Low,3,8,Low,2,20.00,40.00,HighSpenders
101,5845,1,mac,21,Low,2,10,Medium,0,0.00,0.00,NonSpenders
2296,5846,1,mac,63,Low,6,10,Medium,0,0.00,0.00,NonSpenders
1516,5847,1,windows,112,Medium,10,9,Low,0,0.00,0.00,NonSpenders
896,5848,1,windows,52,Low,8,15,Medium,0,0.00,0.00,NonSpenders
1429,5849,1,iphone,67,Low,5,7,Low,0,0.00,0.00,NonSpenders
1367,5850,1,windows,38,Low,7,18,Medium,0,0.00,0.00,NonSpenders
303,5851,1,android,46,Low,5,11,Medium,0,0.00,0.00,NonSpenders
1270,5852,1,iphone,100,Medium,3,3,Low,0,0.00,0.00,NonSpenders
844,5853,1,iphone,33,Low,1,3,Low,0,0.00,0.00,NonSpenders
2197,5854,1,iphone,81,Low,12,15,Medium,0,0.00,0.00,NonSpenders
208,5855,1,iphone,32,Low,3,9,Low,1,20.00,20.00,AverageSpenders
1199,5856,1,iphone,79,Low,5,6,Low,0,0.00,0.00,NonSpenders
710,5857,1,android,72,Low,7,10,Medium,0,0.00,0.00,NonSpenders
157,5858,1,iphone,32,Low,2,6,Low,1,10.00,10.00,ThriftySpenders
2262,5859,1,android,50,Low,2,4,Low,0,0.00,0.00,NonSpenders
2221,5860,1,iphone,191,Medium,18,9,Low,2,11.50,23.00,AverageSpenders
900,5861,1,linux,45,Low,7,16,Medium,0,0.00,0.00,NonSpenders
2214,5862,1,windows,48,Low,4,8,Low,0,0.00,0.00,NonSpenders
471,5863,1,iphone,45,Low,6,13,Medium,2,15.00,30.00,AverageSpenders
534,5864,1,android,32,Low,4,13,Medium,0,0.00,0.00,NonSpenders
175,5865,1,windows,42,Low,7,17,Medium,0,0.00,0.00,NonSpenders
1234,5866,1,android,46,Low,3,7,Low,1,10.00,10.00,ThriftySpenders
1329,5867,1,android,42,Low,4,10,Medium,0,0.00,0.00,NonSpenders
2279,5868,1,iphone,54,Low,2,4,Low,0,0.00,0.00,NonSpenders
90,5869,1,android,26,Low,1,4,Low,0,0.00,0.00,NonSpenders
371,5870,1,android,53,Low,9,17,Medium,1,3.00,3.00,ThriftySpenders
1142,5871,1,iphone,210,Medium,23,11,Medium,0,0.00,0.00,NonSpenders
1848,5872,1,android,53,Low,7,13,Medium,0,0.00,0.00,NonSpenders
539,5873,1,windows,32,Low,4,13,Medium,0,0.00,0.00,NonSpenders
962,5874,1,iphone,62,Low,6,10,Medium,0,0.00,0.00,NonSpenders
81,5875,1,android,83,Low,9,11,Medium,0,0.00,0.00,NonSpenders
2354,5876,1,iphone,64,Low,8,13,Medium,0,0.00,0.00,NonSpenders
514,5877,1,windows,128,Medium,13,10,Medium,0,0.00,0.00,NonSpenders
787,5878,1,android,66,Low,4,6,Low,0,0.00,0.00,NonSpenders
1157,5879,1,android,36,Low,1,3,Low,0,0.00,0.00,NonSpenders
2146,5880,1,linux,46,Low,7,15,Medium,1,2.00,2.00,ThriftySpenders
390,5881,1,linux,53,Low,5,9,Low,0,0.00,0.00,NonSpenders
1085,5882,1,windows,96,Low,11,11,Medium,0,0.00,0.00,NonSpenders
810,5883,1,android,90,Low,8,9,Low,0,0.00,0.00,NonSpenders
1278,5884,1,windows,97,Low,13,13,Medium,0,0.00,0.00,NonSpenders
93,5885,1,iphone,61,Low,7,11,Medium,0,0.00,0.00,NonSpenders
68,5886,1,android,27,Low,1,4,Low,0,0.00,0.00,NonSpenders
935,5887,1,iphone,57,Low,2,4,Low,1,10.00,10.00,ThriftySpenders
859,5888,1,android,93,Low,13,14,Medium,0,0.00,0.00,NonSpenders
165,5889,1,iphone,49,Low,3,6,Low,1,5.00,5.00,ThriftySpenders
1433,5890,1,android,22,Low,2,9,Low,0,0.00,0.00,NonSpenders
1381,5891,1,android,91,Low,7,8,Low,0,0.00,0.00,NonSpenders
1538,5892,1,iphone,24,Low,3,13,Medium,1,20.00,20.00,AverageSpenders
1544,5893,1,iphone,36,Low,6,17,Medium,2,20.00,40.00,HighSpenders
737,5894,1,windows,41,Low,3,7,Low,0,0.00,0.00,NonSpenders
1076,5895,1,iphone,35,Low,5,14,Medium,0,0.00,0.00,NonSpenders
1628,5896,1,android,67,Low,9,13,Medium,0,0.00,0.00,NonSpenders
576,5897,1,android,54,Low,3,6,Low,0,0.00,0.00,NonSpenders
1099,5898,1,iphone,81,Low,10,12,Medium,0,0.00,0.00,NonSpenders
2348,5899,1,android,27,Low,5,19,Medium,0,0.00,0.00,NonSpenders
1243,5900,1,windows,66,Low,7,11,Medium,0,0.00,0.00,NonSpenders
1028,5901,1,linux,65,Low,5,8,Low,0,0.00,0.00,NonSpenders
2103,5902,1,iphone,116,Medium,13,11,Medium,0,0.00,0.00,NonSpenders
630,5903,1,iphone,50,Low,6,12,Medium,0,0.00,0.00,NonSpenders
437,5904,1,iphone,56,Low,7,13,Medium,0,0.00,0.00,NonSpenders
1215,5905,1,android,107,Medium,11,10,Medium,0,0.00,0.00,NonSpenders
62,5906,1,android,117,Medium,8,7,Low,0,0.00,0.00,NonSpenders
1720,5907,1,iphone,20,Low,3,15,Medium,0,0.00,0.00,NonSpenders
856,5908,1,iphone,47,Low,9,19,Medium,0,0.00,0.00,NonSpenders
2218,5909,1,android,80,Low,6,8,Low,1,3.00,3.00,ThriftySpenders
1162,5910,1,windows,192,Medium,16,8,Low,1,2.00,2.00,ThriftySpenders
382,5911,1,iphone,34,Low,6,18,Medium,0,0.00,0.00,NonSpenders
1645,5912,1,mac,94,Low,4,4,Low,0,0.00,0.00,NonSpenders
1436,5913,1,android,49,Low,6,12,Medium,0,0.00,0.00,NonSpenders
1821,5914,1,windows,178,Medium,22,12,Medium,1,1.00,1.00,ThriftySpenders
801,5915,1,iphone,82,Low,7,9,Low,0,0.00,0.00,NonSpenders
1038,5916,1,android,214,Medium,21,10,Medium,0,0.00,0.00,NonSpenders
2030,5917,1,windows,75,Low,9,12,Medium,0,0.00,0.00,NonSpenders
184,5918,1,iphone,69,Low,7,10,Medium,0,0.00,0.00,NonSpenders
2133,5919,1,android,87,Low,14,16,Medium,1,3.00,3.00,ThriftySpenders
1027,5920,1,iphone,52,Low,5,10,Medium,3,15.00,45.00,HighSpenders
518,5921,1,linux,121,Medium,16,13,Medium,1,1.00,1.00,ThriftySpenders
306,5922,1,windows,165,Medium,5,3,Low,0,0.00,0.00,NonSpenders
2212,5923,1,android,70,Low,7,10,Medium,0,0.00,0.00,NonSpenders
569,5924,1,iphone,120,Medium,11,9,Low,0,0.00,0.00,NonSpenders
2032,5925,1,windows,68,Low,5,7,Low,0,0.00,0.00,NonSpenders
478,5926,1,iphone,85,Low,14,16,Medium,0,0.00,0.00,NonSpenders
1684,5927,1,iphone,69,Low,7,10,Medium,0,0.00,0.00,NonSpenders
791,5928,1,iphone,215,Medium,18,8,Low,0,0.00,0.00,NonSpenders
174,5929,1,android,42,Low,5,12,Medium,0,0.00,0.00,NonSpenders
2029,5930,1,iphone,89,Low,7,8,Low,1,10.00,10.00,ThriftySpenders
1610,5931,1,iphone,100,Medium,10,10,Medium,0,0.00,0.00,NonSpenders
223,5932,1,android,70,Low,8,11,Medium,0,0.00,0.00,NonSpenders
1104,5933,1,iphone,34,Low,2,6,Low,0,0.00,0.00,NonSpenders
2384,5934,1,windows,41,Low,5,12,Medium,1,1.00,1.00,ThriftySpenders
412,5935,1,iphone,54,Low,5,9,Low,0,0.00,0.00,NonSpenders
1688,5936,1,iphone,92,Low,8,9,Low,0,0.00,0.00,NonSpenders
2157,5937,1,android,81,Low,7,9,Low,0,0.00,0.00,NonSpenders
1155,5938,1,iphone,71,Low,16,23,High,1,20.00,20.00,AverageSpenders
1071,5939,1,iphone,34,Low,6,18,Medium,0,0.00,0.00,NonSpenders
564,5940,1,linux,34,Low,3,9,Low,1,1.00,1.00,ThriftySpenders
97,5941,1,android,74,Low,10,14,Medium,1,1.00,1.00,ThriftySpenders
1229,5942,1,android,68,Low,7,10,Medium,0,0.00,0.00,NonSpenders
243,5943,1,linux,52,Low,6,12,Medium,0,0.00,0.00,NonSpenders
2048,5944,1,iphone,178,Medium,23,13,Medium,0,0.00,0.00,NonSpenders
253,5945,1,android,66,Low,12,18,Medium,1,3.00,3.00,ThriftySpenders
846,5946,1,iphone,28,Low,5,18,Medium,0,0.00,0.00,NonSpenders
108,5947,1,iphone,64,Low,6,9,Low,0,0.00,0.00,NonSpenders
400,5948,1,iphone,56,Low,4,7,Low,0,0.00,0.00,NonSpenders
1630,5949,1,iphone,71,Low,10,14,Medium,0,0.00,0.00,NonSpenders
934,5950,1,windows,43,Low,4,9,Low,1,10.00,10.00,ThriftySpenders
931,5951,1,windows,87,Low,12,14,Medium,0,0.00,0.00,NonSpenders
841,5952,1,iphone,92,Low,6,7,Low,0,0.00,0.00,NonSpenders
1665,5953,1,linux,104,Medium,8,8,Low,0,0.00,0.00,NonSpenders
595,5954,1,iphone,65,Low,7,11,Medium,0,0.00,0.00,NonSpenders
2009,5955,1,iphone,27,Low,4,15,Medium,1,5.00,5.00,ThriftySpenders
1717,5956,1,iphone,44,Low,3,7,Low,0,0.00,0.00,NonSpenders
1453,5957,1,iphone,31,Low,0,0,Zero,0,0.00,0.00,NonSpenders
2383,5958,1,android,128,Medium,13,10,Medium,0,0.00,0.00,NonSpenders
639,5959,1,mac,202,Medium,25,12,Medium,0,0.00,0.00,NonSpenders
1256,5960,1,iphone,55,Low,7,13,Medium,0,0.00,0.00,NonSpenders
1890,5961,1,android,53,Low,10,19,Medium,0,0.00,0.00,NonSpenders
2084,5962,1,iphone,41,Low,6,15,Medium,0,0.00,0.00,NonSpenders
244,5963,1,android,90,Low,10,11,Medium,0,0.00,0.00,NonSpenders
2040,5964,1,android,144,Medium,14,10,Medium,0,0.00,0.00,NonSpenders
123,5965,1,android,46,Low,6,13,Medium,0,0.00,0.00,NonSpenders
160,5966,1,iphone,93,Low,9,10,Medium,0,0.00,0.00,NonSpenders
1782,5967,1,android,36,Low,2,6,Low,0,0.00,0.00,NonSpenders
2127,5968,1,linux,47,Low,9,19,Medium,0,0.00,0.00,NonSpenders
741,5969,1,android,77,Low,13,17,Medium,0,0.00,0.00,NonSpenders
947,5970,1,windows,69,Low,11,16,Medium,0,0.00,0.00,NonSpenders
880,5971,1,android,70,Low,7,10,Medium,0,0.00,0.00,NonSpenders
1815,6088,1,iphone,272,Medium,24,9,Low,1,3.00,3.00,ThriftySpenders
864,6173,1,android,79,Low,9,11,Medium,1,3.00,3.00,ThriftySpenders
1498,6174,1,linux,60,Low,4,7,Low,0,0.00,0.00,NonSpenders
1307,6229,1,windows,52,Low,9,17,Medium,0,0.00,0.00,NonSpenders
1457,6230,1,windows,54,Low,4,7,Low,1,1.00,1.00,ThriftySpenders
754,6231,1,android,646,High,54,8,Low,1,3.00,3.00,ThriftySpenders
2248,6344,1,linux,59,Low,7,12,Medium,0,0.00,0.00,NonSpenders
1555,6377,1,iphone,96,Low,16,17,Medium,0,0.00,0.00,NonSpenders
1064,6401,1,windows,35,Low,1,3,Low,0,0.00,0.00,NonSpenders
662,6402,1,iphone,135,Medium,15,11,Medium,0,0.00,0.00,NonSpenders
1576,6493,1,android,41,Low,3,7,Low,0,0.00,0.00,NonSpenders
2285,6548,1,iphone,122,Medium,12,10,Medium,0,0.00,0.00,NonSpenders
1510,6561,1,iphone,63,Low,5,8,Low,0,0.00,0.00,NonSpenders
242,6585,1,iphone,23,Low,2,9,Low,0,0.00,0.00,NonSpenders
1227,6586,1,android,64,Low,6,9,Low,0,0.00,0.00,NonSpenders
